Ratings ,Title,Reviews,
5,A great stay!,"Great food, service, and VERY nice rooms...almost like little condos.
The pool is full service with great views. Total attention to service at the hotel. When we ate at the restaurant the service was slow and the food was a solid B-. With all that said, I would stay here again.",
5,Chef change - same great quality,"Place is always super friendly and many great choices including healthy dishes. Mixology is exceptional. Wait staff is the perfect mix of service and entertainment. Duck and pork , exquisite! I do not hesitate to recommend!",
5,Relaxing Stay in Calistoga,"Enjoyed a four night stay in a Silverado Suite in this expansive Calistoga resort. Basically a single large room, with a large divider separating the living room area from the bedroom. Living room had a great gas fireplace, which was great on the cool mornings. Bathroom was quite spacious, with a large walk-in shower. Patio was cozy and comfortable, and featured a private hot tub / jacuzzi. Overall the facilities were very good, though we had some day one issues with inoperative air conditioning, and clogged shower drains. Best part of the resort is the excellent Michelin-starred restaurant, Solbar. We enjoyed both dinner and breakfast on the outdoor Solbar patio, and found both the food and service first rate. Another great bonus is the resort partnership with Mercedes – we were able to borrow a Mercedes convertible for our tour through the local vineyards. Definitely, the way to go! Will look forward eagerly to a future stay.",
5,Awesome Spa,"Beautiful setting with first class service. Food was creative
And delicious. Great unique options for relaxing and detoxing in the Spa.
I particularly enjoyed the 50 meter salt water pool. Perfect for swimming laps. Enjoyed the resort so much we only left the grounds once for dinner",
5,Napa Holiday,"Really love this hotel. The property is absolutely beautiful and well-maintained. From the minute you check in to the minute you check out everyone is absolutely wonderful to you. Each guest receives a glass of wine upon arrival rooms are set in small cottages where you'll have two bicycles at your disposal. The rooms are absolutely beautiful with the private terrace area spacious layout, and clean. The food and service are excellent. The pool area very nice ,quiet and comfortable. My absolute favorite part of this hotel is the spa. The mudslide is a must! This is the perfect place to go to relax enjoy great food good wine and a beautiful landscape. Very close to all of the wineries. Highly recommend.",
5,A wonderful stay in Napa Valley,"We spent a great 5 days at Solage Resort!
We came to the Valley to relax and visit wineries in the area and were not disappointed.
Solage was the perfect place to unwind, be pampered, and serve as our connection to the many wineries found close by. Our Suite was quiet and very private; the food excellent; the friendly pool staff took care of our every need; the workout facility perfect for our stay and the spa and mineral pools a great experience for the ladies.
Their concierge, Jason, was very helpful in making reservations for the wineries we wanted to visit and making suggestions on the restaurants we should try.
Solage was perfect for our stay in Napa Valley.",
5,Pure enjoyment,Solage continues to be the place we go to from SF to completely relax. There pool is my favorite almost in the world - swimming laps in cool mineral water cannot be beat. The spa is so relaxing and the restaurant with its new Italian chef is the perfect combo of relaxed and elegant.,
5,Perfect Getaway,The Solage was truly the most relaxing place we've ever been. The rooms and grounds are absolutely lovely. The service was close to impeccable and the spa treatments were dreamy. We can't wait to return!!!,
5,Best resort!,"Solage has everything you could want in a stay! The private cottages are so quiet and peaceful, the pool is so relaxing and beautiful, the fitness center is amazing and offers free classes daily, the spa is world class and should not be missed, and Solbar is fantastic with many options! I cannot think of one thing that I would change about our stay. We have stayed at Solage every year for the past 5 years and the consistency they offer is truly remarkable. We can't wait to go back!",
5,5* Resort / Weak Spa Services,"In Napa Valley where everyone seemingly embraces the concept of 'haute' hospitality it shouldn't be surprising that a premium destination resort like the Solage left a nothing to be desired.

Of course, the Solage resort has many, many strengths. The location is near enough to downtown Calistoga you can stroll there, the property and rooms offer privacy and tranquility - the entire resort is kept spotlessly clean and beautifully landscaped. The amenities are also top-tier (pool, fitness center, bar, restaurant, free bicycles, meeting room).

The rooms are clean, updated, spacious and have great bedding/sundries and for those warm summer days ... great A/C. There is a walkout patio with an arbor cover ... great place for evening stargazing with a glass of Napa's finest!

My wife and I each had a 60 minute massage that didn't meet our expectations. We each separately thought that our respective masseuse was either undertrained or unexperienced. We've visited a number of spas, our experience at Solage was one of the weaker ones.

The only 'minor' service issue that my wife and I experienced was at check-in when the desk staff handled our check-in kind of impersonally and hastily. Certainly, they should be aware that its guests are excited about checking into the Solage; a warm and friendly greeting goes a long way to starting the visit on the right foot.

We had our last dinner of the visit at the Solbar ... where the staff, views (outdoor seating), menu and wine list were all excellent. Even in an area loaded wth great dining options, Solbar is a great choice.

All in all, there's every reason we will return to Solage, it has everything we like in the right location.",
5,A 5-star resort in prime wine country,"Solage Calistoga is a swish yet relaxed hotel and spa with one of the biggest swimming pools I've ever seen! We were there for a nearby wedding, and it was the perfect place to get over our jet lag, having flown out from London, and to recover from a degree of wedding-related excess... The rooms are exceptionally comfortable, there are bikes to ride around on, which is fun, and a terrific restaurant with
a very well-stocked bar. The lemon ricotta pancakes are sensational for breakfast, and there's an extremely well-equipped gym in which you can attempt to limit the damage. The spa is terrific too - I recommend the detoxing mud slide treatment - and the staff are fantastic. We had a lovely time.",
2,"The three Seasons, in a beautiful location","The staff and management fall way short of what they aspire to be. I wonderfully designed property in a beautiful location priced for perfection and delivers far less. So much was good to great, bit the weakest links destroy the experience. The new check is OK, but a major step down from the previous star,",
4,A good place to stay in Napa,"The resort looks great on arrival, check-in was slow but staff pleasant and welcoming. Rooms are clean and bright, comfortable bed, good shower. Great cocktails at bar area (which seemed a little small given the size of resort). The restaurant menu is lacking great dishes for lunch and dinner and could be improved. Breakfast was good. The spa is great and treatments A+. Concierge was efficient and helpful with booking transport, restaurants, winery tour in advance.",
2,High Expectations and Disappointing Experience,"Substandard results from a 5 star resort is just not acceptable.

On a positive note; lovely casita, comfortable beds, large shower, lovely patio and large bathroom. That's where it ends!

Our disappointment started at check in. We arrived at about 2:30 and were advised our room was not ready. We were offered complimentary wine, but declined and decided to have lunch. We were advised we would be contacted via cell phone when our room was ready.

We were greeted by the hostess and asked for a table inside, since it was very hot. We were told there were no tables available inside so we sat outside. Lunch was nice, but nothing special. We returned to the reception desk and were told a message was left for us on our cell phone. We advised we didn't receive any message. Upon further investigation, the wrong number was called because another guest's information was in our registration envelope. We did receive a bottle of wine for the inconvenience. Later that day, we discovered ants crawling all over the in room desk. We contacted the front desk and they offered to change our room or they could send an exterminator. We chose to remain in the room rather than have to repack. Around midnight we experienced a total blackout.

We had an 8:00pm dinner reservation for an outside table at their Michelin one star rated Solbar restaurant. We arrived on time and were greeted by the same hostess from lunch. We were told our table wasn't available and it would be at least a half hour for a table outside. BTW ... the reservation was made March 3rd, 4 months prior. We decided, once again, to acquiesce and we sat inside. We were greeted by Sarah. She was upbeat and friendly. We ordered the octopus and agretti. Presentation was OK as was the food. It was nothing special. Our entrees of duck and black cod were also underwhelming. The duck was tough! The final tasteless dish was the sweet corn fritters. They lacked flavor and were definitely not sweet! We told Sarah they were underwhelming and without flavor. To her credit, she sent over the manager who offered a different dessert. However, at this point, we just wanted nothing else from the kitchen. We had enough disappointing and flavorless food!

All this leaves us wondering how could a Michelin Star restaurant be so mediocre?

In short, we arrived with the expectation that we were going to experience the exceptional and in the end, our experience was quite disappointing!!!!!",
4,Overhyped and missing some marks,"Stayed here for our 20 year anniversary 7.18 thru 7.20. We awoke to a room crawling with ants in the sleeping area on the desk as well as all over the bathroom sink and on the toilet seat. They quickly sent someone to spray but honestly who wants to be in a room full of poison? We requested to be moved, which they did relocate us within an hour. When packing found a large dead cockroach in the bottom of the closet. So unfortunately, this dampened our impression of the resort immediately, not what you would expect for an Auberge hotel . They did send cheese and wine but having to pack and move disrupted the 2 day experience and we didn't unpack a 2nd time so lived out of a suitcase for the next 24 hours. Personally, I think the resort fails on delivering a memorable Napa Valley experience. Room decor is minimalist and pool area reminded me of what a Holiday Inn Express pool might look like. Maybe their goal was less is more but it didnt resonate with me whose career is creating memorable living spaces (interior designer). Positives : the restaurant decor and quality of food/drink. But better value is Indian Springs and Hotel Yountville, all of which we have stayed previously and have personality. We paid around $500 per night and felt it was about $125 too much. Auberge resorts typically exude luxury, this felt like the sister B brand.",
5,Best vacation spot in Northern California,"Solage is always an A+ vacation. The staff is friendly and welcoming, and the pool is amazing. They always treat my three children so nicely and have fun special events for the kids (including a bocce tournament on Saturday morning)! The food is delicious. It's our favorite vacation spot, hands down. They think of every detail and make it perfect.",
3,Solage,"We traveled with our small child. Let me start by saying, it's wine country, not Disneyland. I get it. Even so, this resort is OK for families. Kid's pool is depressing which is why it's not in the gallery and if your child is young like mine you have to stayat the kid's pool. Don't plan on coming back. Looks nice online but lacks depth of a real 5 star resort.",
5,Always a Great Experience,"Solage has something for every member of the family to make your stay enjoyable and memorable; spa, great food and wine, adult and kids pool, bikes, great service, comfortable casitas, and it's wrapped in a comfortable and upscale package.",
5,Fantastic setting and great food,"Lunch time visit for meal. Large family group sat outside under the canopy and trees, lovely views and great swimming pool for guests.
The food and wine were superb and the service was first class. Whole experience was unforgettable, just a shame it is so far from home( UK ).
AND compared to the Bay area very inexpensive.",
5,Best Ever,"We stayed here for 2 nights and wished we could have stayed for me. WOW what an experience we had. From the moment you arrive the property has a real feel about it. Upon check in you are greeted with super friendly staff who offer you a glass of wine whilst you are completing the check in, great start. All the rooms are individual studio apartments with a great amount of privacy. Not to mention each room comes with 2 bikes so that you can ride around the Property. Pool area is just amazing. Main pool has a minimum age of 13. Breakfast and dinner options although expensive the quality and service is exceptional. If you are wanting to treat yourself and stay somewhere special the looks is over, this is the property!",
5,"Peaceful, RELAXING - Ooo La Laaaa","What an incredible piece of property, in the heart of Napa Valley. The rooms which are called ""Studios"" are designed perfectly. I mean perfectly! Stand alone shower and stand-alone tub (which is my favorite), Ceiling fan with several settings - that's a PLUS (in this heat sometimes). Probably the largest TV I've ever seen inside of a hotel room. Fresh mint infused water by your bed side. Beautiful espresso machine in-room as well as a fire place. Complimentary bikes for your leisure during your entire stay. Its a Beautiful Resort, and I haven't even mention all the spa amentities - All I'm going to say, is you will not be disappointed. PROMISE.",
5,Amazingly perfect...in every way!,"One of the most amazing experiences I have ever had. The service was outstanding and the people were incredibly friendly and helpful. The attention to details and the indulgent customer service needs to be commended. It doesn't happen enough today even at the nicest of resorts. Yours was attentive and thoughtful while discerning and private at the same time. The services and accommodations were splendid. Every touch, every service was wonderful and I loved having my own cabin. It was the ultimate escape and indulgent pampering vacation for me and I will be back as soon as I can. And the surrounding views made it pure heaven! I never Facebook about a place, but I did about Solage...telling all my friends. See you soon!",
5,Great Place!,"Our Cottage was very well maintained and the hot tub was an exciting feature. Staff was extremely friendly and helpful, Spa was just Great! Don't forget to take one of new Mercedes for a spin.. Free..",
5,The perfect spot!!!,"Solage is such a unique experience with your own luxurios cottage terrace and bikes. We stayed for 5 nites and had the opportunity to have a couples mudslide so much fun and so unique.
Loved the spa so much!!!
The house cars were so much fun got to drive to the top of the valley fab views
Attended many receptions they were all beutiful!
Food and bar drinks are all fantastic you will love everything!
Staff was so friendly and accomodating you will truly remember this vacation!!!",
5,Anniversary,"We stayed here for our ten year wedding anniversary. Everything was excellent. It is small enough to feel special. You are very close to town and wineries, so you can just jump on onef their bikes. You never feel like you are in a big resort.",
5,Fantastic,"This was a return visit. Everything even better than 2015. Service - this is how service should be. Needs anticipated. Staff knew our names and greeted us by name. Food is fantastic - both Solbar and room service. Pool is great and the attentiveness of the service really good. The whole resort has an air of peace and tranquility- only sound is birdsong. Spa, fitness centre and free daily classes including yoga and reformer Pilates - great. While rates are not cheap this is value for money in that you are spoiled and pampered from the moment you arrive. We moved from here to a hotel in Healdsburg- higher room rate - but no comparison in level of service excellence.
Solage - thank you for a wonderful vacation",
4,Well located excellent food,"Spa, food and location are outstanding. Solbar was a spectacular meal. Truly a well deserved Michelin star. However for the price room amenities, bathroom fittings could have been more updated. The room cleaning and replenishment of the company complimentary beverages etc was not great and we had to ask for water and coffee etc multiple times. The wifi connectivity was VERY poor in our room",
5,Fabulous,"I am very picky about resorts/hotels and this one passed with flying colors. Great staff, food,room, pool, spa. We had room 65 and I loved the location and privacy! I am a Four Seasons kind of person and felt that this resort rivaled them in their customer service and attention to detail. The spa was amazing and all guests can take advantage of it's facilities!",
5,Solage,We've never such an incredible experience as we have had at Solage! From the moment we stepped out of our car to the time we had to depart every part of our experience was exceptional. We can't wait to return!,
5,Perfect resort to represent the modern side of Wine Country,"This place is incredible - the rooms are gorgeously decorated with high-end furniture in muted colors, all of it situated on beautifully maintained & extensive grounds, located in one of the best towns of Napa Valley. Everything is truly top notch: excellent bathroom amenities, a steam shower in the bathroom, a private whirlpool in the back yard with complete privacy, a fireplace in the living room section of the room, a sparkling and large central pool surrounded by palm trees, well-maintained bicycles that can be rented free of charge to ride into town with, electric car charging station, and on and on it goes.

Breakfast in the on-site restaurant is a standout - everything sounded so incredibly delicious that we ordered way too much food. Service is prompt, friendly and efficient. So one of the bed & breakfast packages is definitely worth considering.

The on-site spa is one of the largest spas I have ever seen at a hotel resort and features yet another set of pools and seemingly endless array of treatment options ranging from mud baths to traditional massages.

The downtown part of Calistoga is a short drive, a 20 minute walk, or a 5 minute bike ride away and offers excellent restaurant choices, wine tasting, shopping and more spas if you didn't get your spa fix at Solage.",
5,Awesome girls get away,"Had a fabulous stay with my sister and two of her daughters. The hotel staff was very friendly and helpful, and every aspect was enjoyable. My nieces loved riding around on the cruiser bikes, and the poolside lounging was very relaxing. I liked the fact that it was a mixed clientele in age--families with children, retirees, and couples. I would stay again in a heartbeat!",
5,Understated Elegance,"I just returned from a four night stay at Solage Calistoga. This is a five star resort in every sense of the word. We stayed in a studio, however the resort also offers suites. Every room is located in a small private house on beautifully manicured grounds. Our room had two double beds, a small sitting area, a very private patio. a kitchen area with a mini fridge including complimentary non-alcoholic beverages and coffee maker and a large bathroom with a double sink, stone shower and sitting alcove. The bed was beyond comfortable with luxury linens and pillows. A spacious closet and in-room safe was also provided. The resort has a gym and a beautiful spa which offers a variety of treatments, however they were very pricey. I enjoyed spending time in the relaxation room and using the private outdoor shower. There area number of swimming pools on the property with some exclusive to adults only. The restaurant offers indoor and outdoor seating as well as room service. The food was delicious but very expensive. The customer service at the resort was extraordinary. All of the staff were helpful and friendly. I hope to return to Solage Calistoga for another memorable vacation.",
5,Just incredible!,"From the pool party complete with DJ, to the amazing spa treatments, to the sublime food [breakfast, lunch & dinner], to the bikes w/the immediate proximity to the Calistoga, to the sublime cottage, to the straight-out-of-a-movie setting, to the super friendly team that always waves and smiles ... well, Solage is as good as it can possibly get. Gen'l Mgr PK is just doing an amazing job.",
5,An amazing resort,"We had the most amazing stay here. We stayed for my boyfriend's birthday and they gave us a complementary bottle of wine in our room and a card wishing him a happy birthday. They also had treats, food bowls and a bed set out for our dog. They were able to accommodate an early check in time which was awesome! They really deliver amazing customer service.

Our room was clean, nicely decorated and spacious. We had a beautiful private patio overlooking oak trees. The positioning of the studio/patio was well thought out because not one person walked past our patio the entire time we were there, making it feel very private. The grounds are just amazing. There are hills all around which make it feel like you are way out in the middle of nowhere even though you are within a five minute drive to downtown Calistoga.

I can't say enough about Solbar! The food was delicious. The atmosphere is so relaxing and the cocktails were amazing. We also loved breakfast both days and really enjoyed the burger off the lounge menu on our second night. So simple but one of the best we'd ever had.

One of our favorite experiences here was Starlight at the bathhouse. You can rent the entire mineral pool/hot tub area at the spa from 8:30p-10:30p. It's so quiet and peaceful. They provide champagne and dessert, robes and towels, and play beautiful music as you relax under the stars. It was such a treat and we left feeling so relaxed.

I just can't say enough good things about Solage. It's well worth the price, which is high, but it's a resort, not a hotel so you do get what you pay for. I would love to stay again!",
5,A World Class Spa Getaway,If you are going to Napa Valley then this is a fantastic retreat both before and after wine tasting. A world class spa with a world class dining experience at Solbar. A bit of a distance from the town of Napa but well worth it.,
5,pampering perfection,"On a work and personal trip and decided to indulge for my 50th birthday. So glad that I chose this resort. I had just enough me-time and still enough time to see my friends and new places. The mineral baths and pool were my go-to place every morning. The bike outside my bungalow was handy to get around. The place was so clean and everything was detail oriented. If felt like a quiet getaway, even though its right my Silverado Trail. It was easy to access the many wineries from this location, as well.",
5,Wonderful,"Stayed here for 3 nights. Would love to return. The studio room was very comfortable. The service prompt and the pools, spa and fitness center make this a great place to stay for while taking in wine country. Spent a day a very nice day at the spa. Dinner at Solbar was exceptional.",
5,Pool party at Solage in Calistoga,"Great place to relax.
The service was excellent.
Food was fantastic
the room was clean and quiet.
The pool is wonderful to hang out at all day long. Once I had a few drinks I was on my way to a most relaxed time of my life.",
5,Always amazing,"We went there for our honeymoon for the 1st time in summer 2015. We then went back again for our holiday in August 2016 as we love Napa so much! The hotel rooms are like your own little house and you can park outside your room directly. The swimming pool is one of the largest ones I've been to in the many hotels i've visited.
Even though we go in summer at peak season, the hotel doesn't feel cramped as the place is so big and spacious. The breakfast and dinner is also amazing. Vegetables in Napa Valley are one of the best - esp the tomatoes - they are so juicy and sweet!",
5,Better than most everywhere else,"We had heard that Solage had excellent and better priced meals then most of the local competition. We were not disappointed! Beautiful dining room as well as outside seating. We were at the bar, which was also lovely. Everything we ordered was first rate, beginning with The chilled avocado gazpacho. We split a Reuben sandwich, which was just fine for the two of us. Great wine selection, service, and general ambience make this a great place for brunch, lunch, or dinner. Will be back!",
5,Great get away from foggy San Francisco!,"Wonderful rooms, dining and environment. Mud slide very relaxing. You get your own bucket of mud! The ground are beautiful and they provide bike to get around. Breakfast delivery to your room was a definite plus.",
4,Stayed 2 nights using credit card reward points,"As stated in the title of this review, we did not use our own money to stay at this spa resort (although we were required to be charged $25/night resort fee during checkout) so please keep that in mind. We made our room reservation approximately 2 months out and had requested early check in (noon). On the day of arrival, they were not able to accommodate this request so we were forced to hang out by the pool until 4pm. Our 2 queen bed unit was located towards the back end of the spa so it was super quiet (compared to those units next to the pool). The room itself was spacious but because it was near the wilderness and next to protected native vegetative grounds, there were occasional bugs that found itself into the room! Bugs such as ticks, spiders, beetles, etc. I wished they would've sprayed for bugs, but I don't think that's an option for them. There a mini-fridge in the room and all sodas and bottled water are complimentary. The same goes for the Nespresso machine and espresso pods. There was supposed to be an ipad in the room to use for order room service, request ice, and other requests but it was missing so we had to phone in our requests. There were 2 bikes located outside of the room for use but we did not use them. Noticed that there were no brakes plus there were no bike locks to use so . . . use them with caution as you are responsible for damaged or stolen bikes I would assume.

We dined at the on property Solbar and chose the $80 four course meal. Each course consisted of about 6 choices. Although this restaurant is a 1 Michelin star restaurant, some of the dishes were on the salty side and didn't blow our minds for the price. Service however was top notch and the waiter/waitress will go above and beyond to please you.

The geo-thermo pool was really nice to swim in at 90 deg F. Water felt like ocean water with no chlorine in it so it was awesome to swim without goggles. This resort did have a separate kid's pool with a jacuzzi nearby for adults to hangout in while supervising their kids.

Exercise classes were offered complimentary as well as borrowing a Mercedes car for the day (although we did not take advantage of these perks).

All in all, this resort was nice, however, I felt that it didn't offer that many activities to do nor was it that big (relatively speaking). Perhaps it needed more dining choices onsite? Would I visit this resort again using my own money next time? Unfortunately, for some reason, this resort didn't wow me enough to justify using my own money.

As a side recommendation, go check out Gott's Roadside diner in St. Helena. Delish burgers and shakes!",
5,Sublime,"Never have I felt so pampered and relaxed than at Solage. This place is the epitome of elegance and casual sophistication. The pools are amazing - especially the geothermal mineral pool, kept at about 90 degrees. The restaurant is top notch. The room and bathroom were sleek and appealingly appointed. Loved the two bikes, the gardens, and the private patio. Staff is attentive yet unobtrusive. Highly recommend.",
5,Fantastic spa and culinary experience,"Lovely resort with great service, food, spa and pool. Perfect location for rest and relaxation that is close to great restaurants and vineyards. Solbar is a must. Body wrap spa treatment was heavenly. Better location for couples versus families.",
5,Fantastic property in a great setting,"We spent a couple of nights at the Solage and had a wonderful time. The first day the weather was not great but the spa facility meant that you could still swim outside in their highly warmed pool. The next two days the weather was great and any of the pools were great. The rooms are lovely with great modern features - though the iPads tend to freeze and don't work particularly well - so for example ordering bed in breakfast was a bit uncertain! The only niggle that we had here was about having to book for dining. Not knowing that the restaurant gets heavily booked by non residents of the hotel we had not booked a table in advance for the nights we stayed. A simple email to all residents at the time of booking could have invited guests to book a table for lunch or dinner. Alternatively setting some tables aside for residents would have been sensible. However, after we complained about having travelled for 4 hours to get to the hotel to be told we could not eat dinner on the property - they did manage to find us a table. Top tip: book your restaurant dinner table in advance otherwise it will be bar food, in room dining or heading in to town.",
5,1 + bonus night,"We made a last minute trip to Napa and after a day of touring and stopping at a few hotels along the way we ended up booking a room at Solage for the night. Since we checked in late we asked and were given a promo price that included breakfast. Our room (a king room) was a bit small, but still nice with a comfortable bed and at the foot of it a place to sit and have a snack. The hotel grounds are expansive, however walking from our room to the restaurant was a series of left and rights that made us feel like we should have dropped bread crumbs to find our way back, especially at night. The service was very friendly and the restaurant service staff were very helpful with menu recommendations. We were only planning on staying a night, but decided during breakfast to spend another night. I went to the front desk and they accommodated us without an issue and while we didn't get our extra special promo pricing they came close which was very much appreciated. The town of Calistoga is nearby and the wineries are not far either. Being on the Silverado Trail allows one to bypass the traffic on Hwy 128. Auberge du Soleil a sister hotel has nicer views from the restaurant, however for this trip the friendly and helpful staff at the Solage was perfect.",
3,Not Clean Enough,"So much is good here -- most importantly all the staff. The grounds are very nice, too. The massages are hit or miss; some very good, others quite average.

They have a cleanliness problem, however. My room was basically clean, except for the bathroom walls. I won't go into details, but not nice at all.

In the pool area the steam room appeared to be clean one day and then the next smelled moldy.

I hope they address these issues and oversee housekeeping more closely.",
4,Great Restaraunt in Calistoga,"Napa Valley has some great restaurants and Solage is one of them. Though not in the same league as the renowned French Laundry which Michelin gives its highest 3 star rating. The Solage hotel, spa and Restaraunt is owned by Auberge which owns Auberge du Soleil just a few miles down the Silverado Trail. Meadowood too is just a few miles south of Solage. So Solage has to compete at a pretty high level both on quality and service and it did not disappoint. We went there for lunch and I had the Bannh Mi sandwich , and my friends had a Falafal Sandwich and another had Salmon. Oh and we started off we a Avacado Gazpacho soup which was excellent. They have a full bar and a good wine list. Indoor and Outdoor seating with heaters for the outside. Service is friendly and fast but not rushed. Highly recommend this place for Lunch or dinner",
5,"If you have the money, then you cannot go wrong here!","Beautiful property. Quiet and yet not far from many things in Northern Napa Valley. However, having a rental car is highly recommended. One surprise here is that the property does have several cars that you can borrow (subject to availability, of course).

Room are all cottages. No elevators!!! Each cottage has 2 beach cruiser bicycles for you to use. Rooms are furnished just right. Even have a private patio with each room. Mini fridge is stocked with water and sodas at no add'l cost. The restaurant, Solbar, is very good.

Service from all the staff was excellent. Would stay there again.",
5,Relaxing as always,"Solage remains the best, most relaxing spot to spend a weekend at in Napa and unwind. The Spa in particular is worth a trip in and of itself. But so is the main pool, the bar lounge and the restaurant.",
5,Family celebration of our Golden Wedding Anniversary.,"We only booked lunch for our special occasion. It was superb.The staff looked after us and made helpful recommendations. Little Tommy the toddler joined his English grand pa and grandma and uncle and auntie all the way from Australia. The he enjoyed the attention of the staff whilst we enjoyed a perfect lunch and superb champers and white wines.
This was a day to remember by us all.
Many thanks to all that made it so.",
5,Perfection in Calistoga,Visited in February with two friends for a girls weekend. We loved every minute at Solage from the lovely glass of wine on arrival to soaking in the mineral pool in the evening to cocktails at SolBar. The cottage accommodations are spacious and have every amenity under the sun. Beds are so comfy. You will want to stay again and again.,
5,Girls Getaway,"I highly recommend this experience for a girls getaway. The service, the spa, the specialness of this place is incredible. Every detail was so thoughtful and even if there was the slightest hiccup it was overcome by the entire staffs responsiveness. I cannot wait to come back with the hubby for more of what this beautiful place has to offer.",
5,Pampering at its best!,"My husband I went here originally to take part in qigong with Linda Burquez. We decided to stay at the Resort and booked a room and a ""mud slide"" treatment. This place has service down! The spa was perfect. Rustic, outdoors and elegance all mixed into one yummy experience. This is a bucket list place if you love spas and service.",
5,"Great service, food and ambiance","Solage is great to stay, spa or just visit for a long fun lunch with friends. I have several friends who are members and I have had some of my favorite Napa valley lunches at Solage. The food is local and delicious and their wine menu is very comprehensive and supplied all the minerals whites and dry rose's we have wanted.",
4,Very private wellness retreat,"Private adequate rooms with free wifi. What really makes it work is the amenities. The superb spa and separate pool areas for families and adults. Cruiser bikes with each studio. Pet friendly. Flat screen TV and pebble stone floored showers are a plus. It is the huge spa with a comprehensive treatment menu, mineral pools, and gym that leave a lasting impression. Very environmentally focused practices throughout the resort. Michelin rated Solarbar restaurant serves healthy ingredient driven fare
Pricey stay but try at beginning or end of season for best rates.",
3,This is a Luxury Brand?,"We've booked a pretty phenomenal itinerary for a meandering LA to Napa Road Trip. I'll try to not act too petulant about my experience with Solage.

1. We're staying at Montage, St. Regis and other 'brands' along our trip. We liked the look of Solage, and the Auberge brand, enough to make it our choice for our Napa leg

2. My wife called with our specific date request (weeknights in Mid May). We were quoted a rate on the phone, were told by a Sarah that she would email the quote (always need to see the fees) and would hold the room for an hour while she reached me for an OK.

3. Within 15 minutes I gave the thumbs up and my wife called to confirm the Reservation. The email with a quote never arrived. When my wife called back, she was told there were multiple Sarah's and asked which one did she speak with (um, maybe the one who quotes Reservations).

4. No Sarah ever turned up. And our room was 'magically' booked in the 15 window wait and the rate went up $50/night. My wife, while frustrated, agreed to the increased rate and booked the room.

5. When she told me about it that night, I asked for her to demand the 'original agreement' or cancel the reservation. She called at 8pm on a weeknight. There was literally no answer. In two phone calls.

6. I immediately booked three nights at the nearby Resort that starts with a B.

7. When my wife called to cancel the reservation at Solage there was absolute disinterest in 'why'.

8. I unsubscribed from the Auberge e-mail list.",
4,Beautiful and Pricey,We came by for Easter breakfast. The grounds are lovely and the restaurant is both upscale yet comfortable. The service was very good as was the food-- but overpriced. Nonetheless we enjoyed ourselves.,
5,Simply Perfect,"Idyllic beautiful hotel in the heart of Napa wine country. Great guests rooms, brilliant facilities and the most amazing, delicious food and cocktails/wine. Can't wait to go back and drift lazily around the property on the bicycles provided, take the complimentary Mercedes out for a trip to the vineyards and enjoy more delicious meals at SolBar.",
5,A class act,"Solage is beautiful, family friendly, and the service is top notch. Even my 8 year old said ""wow everyone here is so nice!"" The lounge and Solbar restaurants have excellent food for adults and kids and easily accommodated our Passover restrictions. As noted the kids pool area is smaller than the main one but still a lot of fun and very warm. Room service brought milk for kids in minutes and remembered our requests the next day. The location is close to many family friendly activities. My only wish is that there were more bedding options for a family than two queens. Highly recommended.",
5,Another blissful solage experience,"As always a top notch, luxurious, delicious experience. Spa and in room dining for breakfast and dinner (restaurant was booked for dinner and it turned out to be absolutely wonderful anyway, served in our room), with lunches at sol bar where they offered us blankets because we sat outside and looked chilly, for two and a half days... I couldn't have been a more blissed out birthday girl. Even in the rain!",
5,First Class Cottages,"We have stayed here several times and it never fails. From the individual cottages to the amazing food and service, it is always a great choice when wine tasting in the Napa Valley. You really appreciate nature in this kind of setting.",
5,Quiet and elegant..,"A perfect family escape for a couple days in a great location on the edge of town.
Could bike or walk into town. No need to leave the resort as it has everything you need to relax and enjoy the great service.
Loved the thermal pools, steam room, and our host Anthony in the spa area was fantastic.",
5,Oasis in Napa Valley,"My wife and I attended a business function at the Solage for 3 days and thoroughly enjoyed the resort. It's a small property with each ""room"" being an individual sort of bungalow (or one of 2 connected together) which gave it a very nice secluded feel to it. The service was excellent from the time we checked in (immediately served a glass of nice quality wine) through check out and every step in between. The bar and restaurant have a very good menu with plenty of healthy and indulgent options. My wife enjoyed her ""Signature Massage"" at the spa and thought it was one of the best she has ever experienced. We would definitely stay at this resort again.

Only one small complaint. There was minimal in room storage. No dressers, just a few small shelves in the closet, and no storage of any kind in the bathroom (although the entire area under the sink was wide open).",
5,Modern Cottages,"We stayed here w/ 4 other couples for 2 nights. We didn't have much time to really explore the resort because we were out at vineyards and it rained the whole time we were there. The services was very cordial and the food was very good at the restaurant. We ate breakfast and dinner, both of which were scrumptious, but very expensive. The rooms were clean and modern w/ tub and shower. I did get the mudslide spa treatment. They give you a tub of mud and you slather it all over and rest for 15 minutes, then a 10 min soak in hot bath, and finally a 10 min sonic type of nap. It was very relaxing. We would definitely stay again.",
